headline,publisher,date,stock,clean_text,label,confidence,label_adjusted
CACI receives $250M Marine Corps contract,Seeking Alpha,10/28/2019 0:00,CACI,caci receives marine corps contract,negative,0.999543071,negative
Two Gurus Hold Stakes in Embattled BioScrip,GuruFocus,4/7/2015 0:00,BIOS,two gurus hold stakes embattled bioscrip,negative,0.999899149,negative
AthenaHealth Buys Maine Facility - Analyst Blog,Zacks,6/27/2011 0:00,MDRX,athenahealth buys maine facility analyst blog,negative,0.998757482,negative
Stratasys Appoints Hamilton as Senior VP Global Operations - Analyst Blog,Zacks,1/16/2015 0:00,ALOG,stratasys appoints hamilton senior global operations analyst blog,negative,0.998011351,negative
Silicon Motion Tops Q3 Earnings on Solid Product Demand - Analyst Blog,Zacks,10/30/2014 0:00,SIMO,silicon motion tops earnings solid product demand analyst blog,neutral,1,neutral
Preview: European Investors Still In Love With North American Equities,Seeking Alpha,4/23/2015 0:00,CTSH,preview european investors still love north american equities,negative,0.937666893,negative
"Nasdaq September —…–7 Volumes, 'Q–7 Estimated Revenue Capture and Listings Statistics",GuruFocus,10/9/2017 0:00,NDAQ,nasdaq september volumes estimated revenue capture listings statistics,negative,0.999992967,negative
The Chemist's Closed-End Fund Report - September 2019: Volatility Spike Dampens CEF Valuations,Seeking Alpha,10/4/2019 0:00,LQD,chemist closed end fund report september volatility spike dampens cef valuations,positive,0.999988317,positive
CNOOC Limited Announces Key Operational Statistics for the Third Quarter of —…–9,GuruFocus,10/24/2019 0:00,CEO,cnooc limited announces key operational statistics third quarter,negative,0.99999392,negative
"Trump comments on TPP, NAFTA",Seeking Alpha,1/26/2018 0:00,DFJ,trump comments tpp nafta,negative,0.9946661,negative
"Limited Upside, 50% Downside For Clearside",Seeking Alpha,11/30/2016 0:00,ALIM,limited upside downside clearside,positive,0.999637008,positive
Kopin Corporation (KOPN) Jumps: Stock Adds 8% in Session,Zacks,8/13/2015 0:00,KOPN,kopin corporation kopn jumps stock adds session,neutral,0.872280955,neutral
Will Ross Stores (ROST) Retain Positive Earnings Trend in Q2?,Zacks,8/10/2017 0:00,BIG,ross stores rost retain positive earnings trend,neutral,0.999516249,neutral
"The Best Dividends on May 17, 2012",GuruFocus,5/16/2012 0:00,HIW,best dividends may,negative,0.993765354,negative
Stocks To Watch: Tesla Twist And Retail Rally,Seeking Alpha,8/25/2018 0:00,ULTA,stocks watch tesla twist retail rally,neutral,0.994327247,neutral
"Rentrak Q4 Loss Widens, Top Line Improves - Analyst Blog",Zacks,6/4/2014 0:00,VVI,rentrak loss widens top line improves analyst blog,neutral,0.950593352,neutral
New Analyst Coverage,Traders Huddle,11/20/2012 0:00,FRC,new analyst coverage,negative,0.99994874,negative
Dividend Raises And Cuts For May 2016,Seeking Alpha,5/31/2016 0:00,ICL,dividend raises cuts may,negative,0.99816376,negative
"Applied Industrial Technologies, Inc. 2019 Q3 - Results - Earnings Call Slides",Seeking Alpha,4/26/2019 0:00,AIT,applied industrial technologies inc results earnings call slides,negative,0.999977827,negative
SilverCrest Mines Is Likely To Outperform The Market And Its Peers In 2015,Seeking Alpha,2/11/2015 0:00,SVLC,silvercrest mines likely outperform market peers,neutral,1,neutral
After Hours Gainers / Losers (04/19/2018),Seeking Alpha,4/19/2018 0:00,PPG,hours gainers losers,negative,0.999885559,negative
"Amerisafe Beats Q2 Earnings Estimates, Revenues in Line - Analyst Blog",Zacks,7/31/2015 0:00,MTG,amerisafe beats earnings estimates revenues line analyst blog,neutral,0.999999881,positive
Be Careful Which EM Currency You Short,Seeking Alpha,3/13/2017 0:00,DGRE,careful currency short,negative,0.999388576,negative
Onwards And Upwards,Seeking Alpha,6/21/2018 0:00,UGL,onwards upwards,negative,0.999983668,negative
The AES Corporation: Capital Allocation on Track but Still Too Much Debt,GuruFocus,11/26/2012 0:00,AES,aes corporation capital allocation track still much debt,neutral,0.97636807,neutral
Gladstone Capital: What Comes Next?,Seeking Alpha,5/11/2015 0:00,ARCC,gladstone capital comes next,negative,0.999979138,negative
Notable earnings after Thursday's close,Seeking Alpha,2/21/2018 0:00,BEAT,notable earnings thursday close,negative,0.999904633,negative
Fitbit Fends Off Apple Watch As Cheap Rivals Nip It,Investor's Business Daily,10/1/2015 0:00,GRMN,fitbit fends apple watch cheap rivals nip,negative,0.440275133,negative
Scorpio Bulkers Inc. To Announce Fourth Quarter —…–7 Results,GuruFocus,1/26/2018 0:00,SALT,scorpio bulkers inc announce fourth quarter results,negative,0.999895573,negative
Watford Holdings and Banco Macro among financial gainers; Impac Mortgage Holdings leads losers,Seeking Alpha,11/11/2019 0:00,RLGY,watford holdings banco macro among financial gainers impac mortgage holdings leads losers,positive,0.999907136,positive
"Hovnanian Enterprises, Inc. 2017 Q4 - Results - Earnings Call Slides",Seeking Alpha,12/22/2017 0:00,HOV,hovnanian enterprises inc results earnings call slides,negative,0.999872446,negative
Why Colgate May Sputter In 2015,Seeking Alpha,1/2/2015 0:00,CL,colgate may sputter,negative,0.848207951,negative
Stanley Black & Decker: Investing In Tools,Seeking Alpha,9/15/2016 0:00,ITW,stanley black decker investing tools,negative,0.999964952,negative
Monro Muffler Q4 2019 Earnings Preview,Seeking Alpha,5/20/2019 0:00,MNRO,monro muffler earnings preview,negative,0.999580324,negative
Dow Chemical Is Inexpensive - Cramer's Lightning Round (2/9/17),Seeking Alpha,2/10/2017 0:00,AGCO,dow chemical inexpensive cramer lightning round,negative,0.999943733,negative
Stocks Continue Snail's Pace; Dow Eases Despite Verizon's Climb,Investor's Business Daily,9/22/2017 0:00,HLT,stocks continue snail pace dow eases despite verizon climb,neutral,0.930686533,neutral
PBF Energy: The Tide Is Going Out For This Merchant Refiner,Seeking Alpha,3/14/2017 0:00,MUSA,pbf energy tide going merchant refiner,negative,0.999772966,negative
"Top Stock Reports for Wells Fargo, IBM & Abbott",Zacks,7/19/2018 0:00,TXN,top stock reports wells fargo ibm abbott,negative,0.999977231,negative
"Cranbrook Wealth Management, LLC Buys iShares MSCI KLD 4…… Social ETF, First Trust Enhanced ...",GuruFocus,2/11/2020 0:00,DSI,cranbrook wealth management llc buys ishares msci kld social etf first trust enhanced,negative,0.99998951,negative
Fiera Capital SMID Cap Growth Strategy Q1 '19 Commentary,Seeking Alpha,5/1/2019 0:00,VEEV,fiera capital smid cap growth strategy commentary,negative,0.999985337,negative
Notable earnings after Tuesday's close,Seeking Alpha,10/28/2019 0:00,MXIM,notable earnings tuesday close,negative,0.9999336,negative
Sensata Technologies Holding plc 2019 Q2 - Results - Earnings Call Slides,Seeking Alpha,7/30/2019 0:00,ST,sensata technologies holding plc results earnings call slides,negative,0.99988997,negative
"Lions, Tigers, Bears, Bulls And REIT Valuations",Seeking Alpha,10/5/2016 0:00,SPG,lions tigers bears bulls reit valuations,negative,0.999994397,negative
"Why Own a No-Name REIT With No-Name Malls? 4% Dividend Yield, Low Valuation",ycharts,10/25/2012 0:00,GGP,name reit name malls dividend yield low valuation,positive,0.517236888,positive
"Biotechs in a rout, XBI down 6%",Seeking Alpha,10/24/2018 0:00,BMRN,biotechs rout xbi,positive,0.998878896,positive
U.S. Small-Cap Stock Index Closes At Record High,Seeking Alpha,5/17/2018 0:00,VONV,small cap stock index closes record high,neutral,0.999966741,neutral
All Eyes (And Ears) Are On The Federal Reserve This Week,Seeking Alpha,6/18/2019 0:00,VGIT,eyes ears federal reserve week,negative,0.999997973,negative
Keep An Eye On ITT Through The Reporting Season,Seeking Alpha,10/8/2019 0:00,EMR,keep eye itt reporting season,negative,0.999294877,negative
The Top 5 REITs For 2018,Seeking Alpha,12/2/2017 0:00,HCN,top reits,negative,0.999982476,negative
"Dow, S&P Hit Records, But End Little Changed",Investor's Business Daily,5/13/2014 0:00,KATE,dow hit records end little changed,negative,0.463033944,negative
Is RMBS the Best Semiconductor Stock this Earnings Season? - Stocks in the News,Zacks,4/17/2015 0:00,RMBS,rmbs best semiconductor stock earnings season stocks news,neutral,0.99999702,neutral
Zacks #5 Rank Additions for Tuesday - Tale of the Tape,Zacks,10/29/2013 0:00,CSH,zacks rank additions tuesday tale tape,negative,0.999984145,negative
Sabre Sits Pretty As Travelers Still Need Middleman,Investor's Business Daily,12/16/2015 0:00,TRIP,sabre sits pretty travelers still need middleman,negative,0.999922395,negative
Brexit Not The End Of The World After All,Seeking Alpha,7/1/2016 0:00,VGK,brexit end world,negative,0.795168459,negative
Sohu.com (SOHU) Q1 2015 Results - Earnings Call Webcast,Seeking Alpha,4/27/2015 0:00,SOHU,sohu com sohu results earnings call webcast,negative,0.999931335,negative
"Anheuser-Busch Upgraded; Micron, Microsemi Get PT Hikes",Investor's Business Daily,8/22/2016 0:00,BUD,anheuser busch upgraded micron microsemi get hikes,neutral,0.983754694,neutral
Can MGIC Investment Corp (MTG) Run Higher on Strong Earnings Estimate Revisions? - Tale of the Tape,Zacks,2/19/2015 0:00,MTG,mgic investment corp mtg run higher strong earnings estimate revisions tale tape,neutral,1,positive
"InsiderInsights.com Daily Round Up 7/15/15: Century Bancorp, Neuberger Berman High Yield Strategies Fund, Calamos Dynamic Convertible And Income Fund",Seeking Alpha,7/16/2015 0:00,CNBKA,insiderinsights com daily round century bancorp neuberger berman high yield strategies fund calamos dynamic convertible income fund,negative,0.99999404,negative
Pennsylvania Real Estate Investment Trus Reports Operating Results (10-Q),GuruFocus,11/2/2011 0:00,PEI,pennsylvania real estate investment trus reports operating results,negative,0.999975801,negative
Oaktree Specialty Lending: Expected Dividend Cut Of 20% To 36% This Week,Seeking Alpha,2/6/2018 0:00,GLAD,oaktree specialty lending expected dividend cut week,positive,0.98761183,positive
"NYSE MKT Notifies Aoxing Pharmaceutical Company, Inc. of Extension of Time for Compliance and That a Reverse Stock Split Would be Appropriate",Accesswire,10/24/2014 0:00,AXN,nyse mkt notifies aoxing pharmaceutical company inc extension time compliance reverse stock split would appropriate,negative,0.998790443,negative
Dosing underway in Prima BioMed's randomized phase of its mid-stage study of lead product candidate IMP321 in advanced breast cancer,Seeking Alpha,1/20/2017 0:00,PBMD,dosing underway prima biomed randomized phase mid stage study lead product candidate imp advanced breast cancer,negative,0.999808729,negative
"Bill Gross: Bonds, Men, It's About Time",Seeking Alpha,1/11/2018 0:00,DSU,bill gross bonds men time,negative,0.999966145,negative
Wintrust Financial Corporation 2019 Q3 - Results - Earnings Call Presentation,Seeking Alpha,10/17/2019 0:00,WTFC,wintrust financial corporation results earnings call presentation,negative,0.999988556,negative
5 Major Bank Stocks Set to Outpace Earnings Estimates in Q2,Zacks,7/10/2018 0:00,CMA,major bank stocks set outpace earnings estimates,neutral,0.999994278,neutral
CEMIG to Reward Shareholders - Analyst Blog,Zacks,6/19/2013 0:00,CPL,cemig reward shareholders analyst blog,negative,0.995280027,negative
"New Preferred Stock IPOs, February 2019",Seeking Alpha,3/4/2019 0:00,CMS,new preferred stock ipos february,negative,0.999949217,negative
Why The Greek Gods Show Gold No Favor,Seeking Alpha,7/6/2015 0:00,GDXJ,greek gods show gold favor,positive,0.555813313,positive
Be Careful Which EM Currency You Short,Seeking Alpha,3/13/2017 0:00,QEMM,careful currency short,negative,0.999388576,negative
"Rowan Companies: Complete Fleet Status As Of March 20, 2015, Commentary",Seeking Alpha,3/20/2015 0:00,RDC,rowan companies complete fleet status march commentary,negative,0.999994516,negative
5 Stocks Worthy of the Fisher King,moneyshow,9/4/2012 0:00,ALV,stocks worthy fisher king,negative,0.999994159,negative
Jim Simons Decreases Exposure to Colgate-Palmolive,GuruFocus,9/3/2015 0:00,CL,jim simons decreases exposure colgate palmolive,negative,0.823162258,negative
Datawatch Corporation (DWCH) Surges: Stock Moves 13.3% Higher - Tale of the Tape,Zacks,5/29/2014 0:00,CTXS,datawatch corporation dwch surges stock moves higher tale tape,neutral,1,neutral
10 Most Heavily Traded ETFs of 2019,Zacks,12/17/2019 0:00,LQD,heavily traded etfs,negative,0.999996066,negative
"Atlanta Capital Management Co L L C Buys IAA Inc, Hexcel Corp, Alphabet Inc, Sells CDW Corp, ...",GuruFocus,11/14/2019 0:00,CHKP,atlanta capital management buys iaa inc hexcel corp alphabet inc sells cdw corp,negative,0.999981046,negative
By The Numbers: High-Quality Stocks In Technology,Seeking Alpha,7/3/2018 0:00,AVGO,numbers high quality stocks technology,neutral,0.999999166,neutral
"KAR Auction Services, Inc. to AnnounceÂ Second Quarter —…–7 Earnings",GuruFocus,7/21/2017 0:00,KAR,kar auction services inc announce second quarter earnings,negative,0.999916911,negative
"Opus Point Partners Management, LLC Buys Fortress Biotech Inc, United Therapeutics Corp, Amarin ...",GuruFocus,11/15/2019 0:00,ALKS,opus point partners management llc buys fortress biotech inc united therapeutics corp amarin,negative,0.999978185,negative
Is a Beat in the Cards for Mylan (MYL) This Earnings Season?,Zacks,10/31/2017 0:00,ACAD,beat cards mylan myl earnings season,neutral,0.999995351,positive
Weak Exports Pressure China's Economy,Seeking Alpha,8/13/2015 0:00,PGJ,weak exports pressure china economy,positive,0.999998569,positive
"Crude oil settles sharply lower after weak China data, stronger dollar",Seeking Alpha,12/14/2018 0:00,EOG,crude oil settles sharply lower weak china data stronger dollar,positive,0.999096632,positive
Railroad stocks lower on energy revenue concerns,Seeking Alpha,3/23/2015 0:00,CSX,railroad stocks lower energy revenue concerns,positive,0.999996305,positive
New Analyst Coverage,Traders Huddle,9/20/2012 0:00,TYC,new analyst coverage,negative,0.99994874,negative
Notable earnings after Wednesday's close,Seeking Alpha,2/16/2016 0:00,HOS,notable earnings wednesday close,negative,0.999756038,negative
"Commodities And Stocks Are Linked: Crash Damage Done, But Not Undone",Seeking Alpha,9/1/2015 0:00,CMD,commodities stocks linked crash damage done undone,positive,0.930278838,positive
"Douglas Dynamics, Louisiana Pacific, Facebook, Apple and Microsoft highlighted as Zacks Bull and Bear of the Day",Zacks,8/29/2019 0:00,LPX,douglas dynamics louisiana pacific facebook apple microsoft highlighted zacks bull bear day,negative,0.999997973,negative
Weekly ETF Gainers / Losers,Seeking Alpha,4/10/2015 0:00,TAN,weekly etf gainers losers,negative,0.999606073,negative
Chinese stocks slip; Shanghai -2.5%,Seeking Alpha,11/23/2018 0:00,CYB,chinese stocks slip shanghai,positive,0.986055374,positive
Beasley Broadcast declares $0.045 dividend,Seeking Alpha,3/11/2015 0:00,BBGI,beasley broadcast declares dividend,negative,0.999368846,negative
United Security Bancshares reports Q1 results,Seeking Alpha,4/20/2015 0:00,UBFO,united security bancshares reports results,negative,0.999853134,negative
BB&T Modifies BankAtlantic Deal: Hot Trends,TheStreet.Com,3/13/2012 0:00,BBT,modifies bankatlantic deal hot trends,negative,0.99936229,negative
Lessons For 'What Good Is' From A BDC Earnings Review,Seeking Alpha,5/8/2016 0:00,SLRC,lessons good bdc earnings review,negative,0.719415545,negative
"Flex (FLEX) Q1 Earnings Match Estimates, Huawei Woes Linger",Zacks,7/26/2019 0:00,CDNS,flex flex earnings match estimates huawei woes linger,negative,0.741535008,negative
"Erickson Earnings Beat, Rev Hits Record - Analyst Blog",Zacks,5/10/2013 0:00,WAIR,erickson earnings beat rev hits record analyst blog,neutral,1,positive
Game Plan For The Week - Cramer's Mad Money (8/3/18),Seeking Alpha,8/6/2018 0:00,MAR,game plan week cramer mad money,negative,0.99998939,negative
Will Horizon Pharma Spike Again On Quarterly Report?,Investor's Business Daily,3/12/2014 0:00,HZNP,horizon pharma spike quarterly report,negative,0.995117545,negative
Dividend Challengers (And Near-Challengers): 38 Increases Expected By Halloween,Seeking Alpha,8/16/2016 0:00,BKSC,dividend challengers near challengers increases expected halloween,positive,0.864501297,positive
"As Reinsurers Hold Ground On Rates, Insurers May Turn To ILS: A.M. Best",Seeking Alpha,7/4/2019 0:00,GLRE,reinsurers hold ground rates insurers may turn ils best,negative,0.999899149,negative
"Huntington Bancshares - After A Relatively Strong Quarter, The Bank Is Fairly Valued",Seeking Alpha,1/27/2015 0:00,HBAN,huntington bancshares relatively strong quarter bank fairly valued,neutral,0.993550777,neutral
Best Outright Monthly Pay Dividend Dogs: March Listings,Seeking Alpha,3/10/2015 0:00,LNCO,best outright monthly pay dividend dogs march listings,negative,0.999980092,negative
Discover Buys Citi's Student Loans - Analyst Blog,Zacks,9/2/2011 0:00,DFS,discover buys citi student loans analyst blog,negative,0.999772727,negative
I just woke up to the fact that I'm not happy with a lot of my picks - Voice of the People,webmaster,4/12/2011 0:00,TEN,woke fact happy lot picks voice people,positive,0.98724246,positive
Connecticut Water Upgraded to Strong Buy - Analyst Blog,Zacks,1/9/2013 0:00,CTWS,connecticut water upgraded strong buy analyst blog,neutral,1,neutral
Bloomberg: ECB mulling looser rule for asset purchases.,Seeking Alpha,6/30/2016 0:00,BUNT,bloomberg ecb mulling looser rule asset purchases,negative,0.999789178,negative
Diversified REITS Pack Real Estate Dog House In May,Seeking Alpha,5/13/2016 0:00,DX,diversified reits pack real estate dog house may,negative,0.99998188,negative
CareDx Engages European Lab Community in Virtual Meetings,GuruFocus,4/27/2020 0:00,CDNA,caredx engages european lab community virtual meetings,negative,0.999997616,negative
"Eyes On Cyber Monday, Argentina And Mars (Stocks To Watch Podcast)",Seeking Alpha,11/25/2018 0:00,CRL,eyes cyber monday argentina mars stocks watch podcast,negative,0.99999404,negative
"First Horizon National beats by $0.01, beats on revenue",Seeking Alpha,7/15/2016 0:00,FHN,first horizon national beats beats revenue,neutral,0.999998927,positive
Ashford Hospitality Prime declares $0.12 dividend,Seeking Alpha,6/14/2016 0:00,AHP,ashford hospitality prime declares dividend,negative,0.996737063,negative
Paul Tudor Jones Sells Stake in Pall Corporation,GuruFocus,12/15/2015 0:00,MRKT,paul tudor jones sells stake pall corporation,negative,0.998928249,negative
U.S. vows to defend farmers against China retaliation,Seeking Alpha,3/22/2018 0:00,JO,vows defend farmers china retaliation,negative,0.786764085,negative
Nautilus leads consumer gainers; Tupperware Brands and Brown-Forman among losers,Seeking Alpha,12/5/2019 0:00,SPWH,nautilus leads consumer gainers tupperware brands brown forman among losers,neutral,0.999948263,neutral
Crude oil slides after IEA report shows OPEC supply surge,Seeking Alpha,9/13/2018 0:00,IYE,crude oil slides iea report shows opec supply surge,neutral,0.999642491,neutral
"Alliant Energy's (LNT) Q3 Earnings Improve Y/Y, Guidance Up",Zacks,11/7/2019 0:00,D,alliant energy lnt earnings improve guidance,neutral,1,neutral
Eurozone Economy Enjoying Best Growth In 4 Years Despite 'Grexit' Fears,Seeking Alpha,7/5/2015 0:00,GREK,eurozone economy enjoying best growth years despite grexit fears,neutral,0.999999285,neutral
BlackRock declares monthly distribution on Funds,Seeking Alpha,5/2/2018 0:00,BFZ,blackrock declares monthly distribution funds,negative,0.999963403,negative
"Permian Basin oil production seen doubling in five years, report says",Seeking Alpha,6/13/2018 0:00,EGN,permian basin oil production seen doubling five years report says,neutral,0.997249305,neutral
Netflix (NFLX) Round Trip,TalkMarkets,9/24/2019 0:00,RL,netflix nflx round trip,negative,0.999981761,negative
21Vianet Group (VNET) CEO Alvin Wang on Q4 2018 Results - Earnings Call Transcript,Seeking Alpha,3/4/2019 0:00,VNET,vianet group vnet ceo alvin wang results earnings call transcript,negative,0.999944568,negative
"HAGENS BERMAN, NATIONAL TRIAL ATTORNEYS, Encourages Quad/Graphics (QUAD) Investors to Contact ...",GuruFocus,11/8/2019 0:00,QUAD,hagens berman national trial attorneys encourages quad graphics quad investors contact,negative,0.999970675,negative
"Week In Review: How Trump's Policies Moved Stocks -Saturday, April 18",TalkMarkets,4/18/2020 0:00,TOT,week review trump policies moved stocks saturday april,negative,0.999992609,negative
New Strong Buy Stocks for March 12th,Zacks,3/12/2018 0:00,ZBRA,new strong buy stocks march,neutral,1,neutral
Footwear stocks decline after analysts warn,Seeking Alpha,12/12/2016 0:00,SKX,footwear stocks decline analysts warn,positive,0.989077449,positive
Asset Managers: If You Are Not Growing - You Are Dying,Seeking Alpha,11/1/2018 0:00,CG,asset managers growing dying,negative,0.998985231,negative
YY Inc. Continues To Show Growth Despite Chinese Market Volatility,Seeking Alpha,3/28/2016 0:00,WB,inc continues show growth despite chinese market volatility,neutral,0.999994755,neutral
U.S. Silica suspends EBITDA guidance due to market conditions,Seeking Alpha,2/24/2015 0:00,SLCA,silica suspends ebitda guidance due market conditions,positive,0.990699708,positive
Einhorn a fan of Bayer with or without Monsanto,Seeking Alpha,11/28/2016 0:00,MON,einhorn fan bayer without monsanto,negative,0.99907434,negative
"STM, Unex collab on smart driving platform",Seeking Alpha,6/24/2019 0:00,STM,stm unex collab smart driving platform,negative,0.999300361,negative
Patterson Acquires IDS - Analyst Blog,Zacks,9/13/2012 0:00,HSIC,patterson acquires ids analyst blog,negative,0.997624338,negative
UMC reports sales for April,Seeking Alpha,5/9/2019 0:00,UMC,umc reports sales april,negative,0.999815404,negative
UDF IV Explodes On Ponzi Scheme Allegations,Seeking Alpha,12/11/2015 0:00,UDF,udf explodes ponzi scheme allegations,positive,0.996311963,positive
Recent Distribution Cuts Among Closed-End Funds,Seeking Alpha,7/5/2018 0:00,JMLP,recent distribution cuts among closed end funds,positive,0.999990344,positive
Steven Madden declares $0.14 dividend,Seeking Alpha,7/30/2019 0:00,SHOO,steven madden declares dividend,negative,0.995659113,negative
"Smith & Howard Wealth Management, LLC Buys Vanguard FTSE Developed Markets, iShares Core ...",GuruFocus,4/22/2020 0:00,VEA,smith howard wealth management llc buys vanguard ftse developed markets ishares core,negative,0.999999046,negative
What Makes CACI International (CACI) a New Buy Stock,Zacks,6/26/2019 0:00,CACI,makes caci international caci new buy stock,neutral,0.999989867,neutral
STMicroelectronics:,GuruFocus,5/14/2020 0:00,STM,stmicroelectronics,negative,0.998547971,negative
Catch-22,Seeking Alpha,1/12/2015 0:00,PLND,catch,negative,0.998467624,negative
Oil and gas stocks slammed as U.S. crude slumps below $50/bbl,Seeking Alpha,3/9/2017 0:00,FXN,oil gas stocks slammed crude slumps bbl,positive,0.999987006,positive
What Happens In China Does Not Stay In China,Seeking Alpha,1/3/2017 0:00,FCA,happens china stay china,negative,0.613253593,negative
Buffett's Synchrony Leads Financials as Yellen Grows Hawkish,GuruFocus,9/27/2017 0:00,STOR,buffett synchrony leads financials yellen grows hawkish,negative,0.999926329,negative
SunPower Guides Q3 Below,Investor's Business Daily,7/31/2014 0:00,SPWR,sunpower guides,positive,0.999978542,positive
"AOBC, AMBA, ULTA and MSGN among midday movers",Seeking Alpha,8/30/2019 0:00,SEAC,aobc amba ulta msgn among midday movers,negative,0.99999392,negative
Speculation picks up indicating Cabela's is in play,Seeking Alpha,8/29/2016 0:00,CAB,speculation picks indicating cabela play,negative,0.967763722,negative
"Amazon Unveils Bed-in-Box Mattress, Gains Competitive Edge",Zacks,10/2/2018 0:00,W,amazon unveils bed box mattress gains competitive edge,neutral,0.999999642,neutral
"Natus Medical Beats Q2 Earnings, Revenues; EPS View Up - Analyst Blog",Zacks,7/23/2015 0:00,RTIX,natus medical beats earnings revenues eps view analyst blog,neutral,0.999999881,positive
"Company News for July 13, 2011 - Corporate Summary",Zacks,7/13/2011 0:00,JVA,company news july corporate summary,negative,0.999991655,negative
Diageo's 2H14 Earnings on Unfavorable Fx - Analyst Blog,Zacks,2/2/2015 0:00,DEO,diageo earnings unfavorable analyst blog,positive,0.999548733,positive
"Best And Worst Q3'15: Mid Cap Blend ETFs, Mutual Funds And Key Holdings",Seeking Alpha,8/24/2015 0:00,DWA,best worst mid cap blend etfs mutual funds key holdings,neutral,0.999876499,neutral
"Will Monthly Pay Dividend Dogs Show 29% More Gains From Their 5 Highest Yield, Lowest Priced By Sept. 4, 2016?",Seeking Alpha,9/9/2015 0:00,FULL,monthly pay dividend dogs show gains highest yield lowest priced sept,neutral,0.884213924,neutral
Small-Cap Allocations,webmaster,2/10/2012 0:00,EWI,small cap allocations,negative,0.999989867,negative
The Top Large-Cap Stocks To Buy Now,Seeking Alpha,11/1/2019 0:00,WHR,top large cap stocks buy,neutral,0.996935487,neutral
Vipshop dips again as JPMorgan cuts to Neutral,Seeking Alpha,10/9/2018 0:00,VIPS,vipshop dips jpmorgan cuts neutral,positive,0.997889936,positive
Restaurant sales flat in November,Seeking Alpha,12/8/2017 0:00,PZZA,restaurant sales flat november,negative,0.664686859,negative
Sticking To The Short End (For Now),Seeking Alpha,10/23/2018 0:00,FIEG,sticking short end,negative,0.997254193,negative
Here's Why You Should Add American Electric Power (AEP) Now,Zacks,3/18/2019 0:00,IDA,add american electric power aep,negative,0.999877453,negative
PTC Q4 2019 Earnings Preview,Seeking Alpha,10/22/2019 0:00,PTC,ptc earnings preview,negative,0.999969721,negative
"SG Americas Securities, LLC Buys SPDR S&P 5……, iShares MSCI Emerging Index Fund, VanEck ...",GuruFocus,8/3/2017 0:00,GDXJ,americas securities llc buys spdr ishares msci emerging index fund vaneck,negative,0.999964476,negative
5 Traps In The Week Ahead,Seeking Alpha,8/19/2018 0:00,YANG,traps week ahead,negative,0.999983191,negative
Stocks With Rising Relative Price Strength: Taylor Morrison Home,Investor's Business Daily,5/14/2019 0:00,TMHC,stocks rising relative price strength taylor morrison home,neutral,0.928142309,neutral
The Tanker Industry: 1Q15 Comparison Of Expenses,Seeking Alpha,6/10/2015 0:00,FRO,tanker industry comparison expenses,negative,0.999797165,negative
Western Alliance Bancorporation (WAL) CEO Kenneth Vecchione on Q4 2018 Results - Earnings Call Transcript,Seeking Alpha,1/25/2019 0:00,WAL,western alliance bancorporation wal ceo kenneth vecchione results earnings call transcript,negative,0.999958038,negative
"Riverbed Sinks on Revenue Miss, Deals",webmaster,7/19/2011 0:00,RVBD,riverbed sinks revenue miss deals,positive,0.999999046,positive
ConocoPhillips to a Sustain a Capex of $11.5B for 3 Years - Analyst Blog,Zacks,5/18/2015 0:00,CEO,conocophillips sustain capex years analyst blog,negative,0.999935865,negative
Factors Likely to Impact Estee Lauder's (EL) Q3 Earnings,Zacks,4/24/2018 0:00,SJM,factors likely impact estee lauder earnings,positive,0.792265296,positive
Notable earnings after Tuesday's close,Seeking Alpha,7/30/2018 0:00,MOH,notable earnings tuesday close,negative,0.9999336,negative
Notable earnings before Wednesday's open,Seeking Alpha,2/21/2017 0:00,MBLY,notable earnings wednesday open,negative,0.999982119,negative
7 Companies Growing Earnings and Book Value,GuruFocus,6/26/2017 0:00,CPT,companies growing earnings book value,neutral,0.999654174,neutral
"SFLY, BID and AVP SHAREHOLDER ALERT: Rigrodsky & Long, P.A. ...",GuruFocus,6/25/2019 0:00,SFLY,sfly bid avp shareholder alert rigrodsky long,negative,0.999900579,negative
A Canadian REIT That Screams Buy Me,Seeking Alpha,3/30/2015 0:00,UBA,canadian reit screams buy,negative,0.999767601,negative
"12 Dividend Increases: January 21-25, 2019 (Part 2: Remaining Sectors)",Seeking Alpha,1/31/2019 0:00,NXST,dividend increases january part remaining sectors,negative,0.894697726,negative
Strong 3Q Earnings for Lindsay - Analyst Blog,Zacks,6/27/2013 0:00,LNN,strong earnings lindsay analyst blog,neutral,1,positive
Munis In March: Flows In Focus,Seeking Alpha,3/18/2019 0:00,VFL,munis march flows focus,negative,0.99998033,negative
Diamond Offshore: Q3 2019 Earnings Analysis,Seeking Alpha,10/29/2019 0:00,DO,diamond offshore earnings analysis,negative,0.999960661,negative
AstraZeneca's Other Pharmaceutical Products Need to Catch Up,GuruFocus,8/3/2017 0:00,SYT,astrazeneca pharmaceutical products need catch,positive,0.990601182,positive
Credit Suisse's most and least disruptable stocks,Seeking Alpha,1/25/2017 0:00,NMR,credit suisse least disruptable stocks,negative,0.988313437,negative
Dividend Champion And Contender Highlights: Week Of June 30,Seeking Alpha,6/29/2019 0:00,SYY,dividend champion contender highlights week june,negative,0.99996829,negative
Pioneer Natural Resources (PXD) Misses Q3 Earnings and Revenue Estimates,Zacks,11/4/2019 0:00,PXD,pioneer natural resources pxd misses earnings revenue estimates,positive,0.999999881,positive
